 num     #instances         #bytes  class name (module)
 750:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@17.0.2)
 751:             2             48  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@17.0.2)
 752:             3             48  java.util.concurrent.atomic.AtomicReference (java.base@17.0.2)
 753:             1             48  java.util.regex.Pattern$GroupCurly (java.base@17.0.2)
 754:             2             48  java.util.regex.Pattern$Pos (java.base@17.0.2)
 755:             1             48  jdk.internal.jimage.ImageHeader (java.base@17.0.2)
 756:             2             48  jdk.internal.misc.Signal (java.base@17.0.2)
 757:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@17.0.2)
 758:             3             48  jdk.internal.util.Preconditions$1 (java.base@17.0.2)
 759:             3             48  org.slf4j.helpers.BasicMarkerFactory
 760:             1             48  sun.nio.ch.SelectionKeyImpl (java.base@17.0.2)
 761:             3             48  sun.nio.ch.SocketDispatcher (java.base@17.0.2)
 762:             2             48  sun.nio.ch.Util$BufferCache (java.base@17.0.2)
 763:             1             48  sun.nio.cs.StreamDecoder (java.base@17.0.2)
 764:             2             48  sun.security.jca.GetInstance$Instance (java.base@17.0.2)
 765:             2             48  sun.security.jca.ProviderList (java.base@17.0.2)
 766:             2             48  sun.security.jca.ProviderList$3 (java.base@17.0.2)
 767:             1             48  sun.util.resources.TimeZoneNames (java.base@17.0.2)
 768:             1             48  sun.util.resources.TimeZoneNames_en (java.base@17.0.2)
 769:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@17.0.2)
 770:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@17.0.2)
 771:             2             40  [Lch.qos.logback.core.Appender;
 772:             1             40  [Lio.vertx.ext.web.handler.sockjs.Transport;
 773:             1             40  [Ljava.nio.charset.Charset; (java.base@17.0.2)
 774:             1             40  [Ljava.time.format.SignStyle; (java.base@17.0.2)
 775:             1             40  [Ljava.time.format.TextStyle; (java.base@17.0.2)
 776:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@17.0.2)
 777:             1             40  [Lsun.nio.fs.WindowsPathType; (java.base@17.0.2)
 778:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@17.0.2)
 779:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@17.0.2)
 780:             1             40  ch.qos.logback.core.BasicStatusManager
 781:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@17.0.2)
 782:             1             40  io.netty.bootstrap.ServerBootstrap$1
 783:             1             40  io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor
 784:             1             40  io.netty.channel.group.DefaultChannelGroup
 785:             1             40  io.netty.channel.nio.AbstractNioMessageChannel$NioMessageUnsafe
 786:             1             40  io.netty.resolver.DefaultHostsFileEntriesResolver
 787:             1             40  io.netty.util.ResourceLeakDetector
 788:             1             40  io.netty.util.concurrent.DefaultPromise$StacklessCancellationException
 789:             1             40  io.vertx.core.http.impl.HttpServerConnectionHandler
 790:             1             40  io.vertx.core.impl.resolver.DnsResolverProvider$2
 791:             1             40  io.vertx.core.shareddata.impl.SharedDataImpl
 792:             1             40  java.io.BufferedInputStream (java.base@17.0.2)
 793:             1             40  java.lang.ArithmeticException (java.base@17.0.2)
 794:             1             40  java.lang.UnsupportedOperationException (java.base@17.0.2)
 795:             1             40  java.lang.VirtualMachineError (java.base@17.0.2)
 796:             1             40  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@17.0.2)
 797:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@17.0.2)
 798:             1             40  java.net.InetAddress$CachedAddresses (java.base@17.0.2)
 799:             1             40  java.net.Socket (java.base@17.0.2)
 800:             1             40  java.time.format.DateTimeFormatterBuilder (java.base@17.0.2)
 801:             1             40  java.time.zone.ZoneRules (java.base@17.0.2)
 802:             1             40  java.util.HashMap$EntryIterator (java.base@17.0.2)
 803:             1             40  java.util.IdentityHashMap$KeyIterator (java.base@17.0.2)
 804:             1             40  java.util.ResourceBundle$2 (java.base@17.0.2)
 805:             1             40  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@17.0.2)
 806:             1             40  java.util.stream.Nodes$SpinedNodeBuilder (java.base@17.0.2)
 807:             1             40  jdk.internal.loader.URLClassPath (java.base@17.0.2)
 808:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@17.0.2)
 809:             1             40  sun.nio.ch.ServerSocketAdaptor (java.base@17.0.2)
 810:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@17.0.2)
 811:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@17.0.2)
 812:             1             40  sun.nio.cs.StandardCharsets$Classes (java.base@17.0.2)
 813:             1             40  sun.nio.cs.US_ASCII$Decoder (java.base@17.0.2)
 814:             1             40  sun.util.resources.Bundles$1 (java.base@17.0.2)
 815:             1             32  [Lch.qos.logback.classic.spi.Configurator$ExecutionStatus;
 816:             1             32  [Lch.qos.logback.core.spi.FilterReply;
 817:             2             32  [Lio.netty.handler.codec.dns.DnsRecord;
 818:             1             32  [Lio.netty.handler.ssl.ClientAuth;
 819:             1             32  [Lio.netty.resolver.ResolvedAddressTypes;
 820:             1             32  [Lio.netty.util.ResourceLeakDetector$Level;
 821:             2             32  [Lio.vertx.core.Handler;
 822:             1             32  [Lio.vertx.core.tracing.TracingPolicy;
 823:             1             32  [Lio.vertx.ext.web.AllowForwardHeaders;
 824:             1             32  [Lio.vertx.ext.web.MIMEHeader;
 825:             1             32  [Ljava.io.File; (java.base@17.0.2)
 826:             1             32  [Ljava.lang.ThreadGroup; (java.base@17.0.2)
 827:             2             32  [Ljava.lang.Throwable; (java.base@17.0.2)
 828:             1             32  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@17.0.2)
 829:             1             32  [Ljava.lang.invoke.VarHandle$VarHandleDesc$Kind; (java.base@17.0.2)
 830:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@17.0.2)
 831:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@17.0.2)
 832:             1             32  [Ljava.net.Proxy$Type; (java.base@17.0.2)
 833:             1             32  [Ljava.net.StandardProtocolFamily; (java.base@17.0.2)
 834:             1             32  [Ljava.security.DrbgParameters$Capability; (java.base@17.0.2)
 835:             2             32  [Ljava.security.cert.Certificate; (java.base@17.0.2)
 836:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@17.0.2)
 837:             1             32  [Ljava.time.format.ResolverStyle; (java.base@17.0.2)
 838:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@17.0.2)
 839:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@17.0.2)
 840:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@17.0.2)
 841:             1             32  [Ljava.util.stream.StreamShape; (java.base@17.0.2)
 842:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@17.0.2)
 843:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@17.0.2)
 844:             1             32  ch.qos.logback.classic.spi.LoggerContextVO
 845:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
 846:             1             32  io.netty.bootstrap.AbstractBootstrap$1
 847:             1             32  io.netty.bootstrap.AbstractBootstrap$2
 848:             2             32  io.netty.buffer.PooledByteBufAllocator$1
 849:             2             32  io.netty.buffer.PooledByteBufAllocatorMetric
 850:             1             32  io.netty.channel.DefaultChannelId
 851:             2             32  io.netty.handler.codec.dns.DnsQueryEncoder
 852:             1             32  io.netty.util.concurrent.DefaultThreadFactory
 853:             2             32  io.netty.util.concurrent.FastThreadLocalRunnable
 854:             2             32  io.netty.util.concurrent.MultithreadEventExecutorGroup$1
 855:             2             32  io.netty.util.concurrent.SingleThreadEventExecutor$4
 856:             2             32  io.netty.util.concurrent.ThreadPerTaskExecutor
 857:             2             32  io.netty.util.internal.logging.Slf4JLoggerFactory
 858:             1             32  io.vertx.core.impl.DeploymentManager$VerticleHolder
 859:             1             32  io.vertx.core.impl.VerticleManager
 860:             1             32  io.vertx.core.impl.resolver.DnsResolverProvider
 861:             2             32  io.vertx.core.json.JsonObject
 862:             1             32  io.vertx.core.net.impl.SSLHelper$EngineConfig
 863:             1             32  io.vertx.core.net.impl.ServerChannelLoadBalancer
 864:             1             32  io.vertx.core.net.impl.SocketAddressImpl
 865:             1             32  io.vertx.core.net.impl.TCPServerBase$$Lambda$138/0x0000000800d567e0
 866:             1             32  io.vertx.ext.auth.PRNG
 867:             1             32  io.vertx.ext.auth.PRNG$$Lambda$89/0x0000000800d12a78
 868:             1             32  io.vertx.ext.bridge.PermittedOptions
 869:             1             32  io.vertx.ext.web.handler.impl.StaticHandlerImpl$FSPropsCache
 870:             1             32  io.vertx.ext.web.handler.sockjs.impl.EventSourceTransport
 871:             1             32  io.vertx.ext.web.handler.sockjs.impl.HtmlFileTransport
 872:             1             32  io.vertx.ext.web.handler.sockjs.impl.JsonPTransport
 873:             1             32  io.vertx.ext.web.handler.sockjs.impl.RawWebSocketTransport
 874:             1             32  io.vertx.ext.web.handler.sockjs.impl.WebSocketTransport
 875:             1             32  io.vertx.ext.web.handler.sockjs.impl.XhrTransport
 876:             1             32  java.io.FileInputStream (java.base@17.0.2)
 877:             1             32  java.io.WinNTFileSystem (java.base@17.0.2)
 878:             2             32  java.lang.Boolean (java.base@17.0.2)
 879:             2             32  java.lang.ClassValue$Identity (java.base@17.0.2)
 880:             1             32  java.lang.Module$ArchivedData (java.base@17.0.2)
 881:             2             32  java.lang.Shutdown$Lock (java.base@17.0.2)
 882:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@17.0.2)
 883:             1             32  java.net.InetAddress$CachedLocalHost (java.base@17.0.2)
 884:             2             32  java.nio.ByteOrder (java.base@17.0.2)
 885:             2             32  java.nio.channels.spi.AbstractSelector$1 (java.base@17.0.2)
 886:             1             32  java.security.UnresolvedPermission (java.base@17.0.2)
 887:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@17.0.2)
 888:             1             32  java.util.AbstractList$Itr (java.base@17.0.2)
 889:             1             32  java.util.ArrayList$ArrayListSpliterator (java.base@17.0.2)
 890:             1             32  java.util.BitSet$1BitSetSpliterator (java.base@17.0.2)
 891:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@17.0.2)
 892:             1             32  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@17.0.2)
 893:             1             32  java.util.concurrent.SynchronousQueue (java.base@17.0.2)
 894:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@17.0.2)
 895:             1             32  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater (java.base@17.0.2)
 896:             1             32  java.util.concurrent.atomic.LongAdder (java.base@17.0.2)
 897:             1             32  java.util.regex.Pattern$BnM (java.base@17.0.2)
 898:             2             32  java.util.regex.Pattern$Caret (java.base@17.0.2)
 899:             1             32  java.util.stream.Collectors$CollectorImpl (java.base@17.0.2)
 900:             1             32  java.util.stream.ReduceOps$3 (java.base@17.0.2)
 901:             1             32  java.util.stream.ReduceOps$3ReducingSink (java.base@17.0.2)
 902:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@17.0.2)
 903:             2             32  javax.naming.CompositeName (java.naming@17.0.2)
 904:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@17.0.2)
 905:             2             32  jdk.internal.module.ModuleResolution (java.base@17.0.2)
 906:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@17.0.2)
 907:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@17.0.2)
 908:             1             32  jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl (java.base@17.0.2)
 909:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@17.0.2)
 910:             2             32  jdk.proxy1.$Proxy1 (jdk.proxy1)
 911:             2             32  org.slf4j.helpers.ThreadLocalMapOfStacks
 912:             1             32  sun.instrument.InstrumentationImpl (java.instrument@17.0.2)
 913:             1             32  sun.nio.ch.DummySocketImpl (java.base@17.0.2)
 914:             1             32  sun.security.provider.PolicyFile (java.base@17.0.2)
 915:             1             32  sun.security.provider.PolicyFile$PolicyInfo (java.base@17.0.2)
 916:             1             32  sun.security.util.KnownOIDs$1 (java.base@17.0.2)
 917:             1             32  sun.security.util.KnownOIDs$10 (java.base@17.0.2)
 918:             1             32  sun.security.util.KnownOIDs$2 (java.base@17.0.2)
 919:             1             32  sun.security.util.KnownOIDs$3 (java.base@17.0.2)
 920:             1             32  sun.security.util.KnownOIDs$4 (java.base@17.0.2)
 921:             1             32  sun.security.util.KnownOIDs$5 (java.base@17.0.2)
 922:             1             32  sun.security.util.KnownOIDs$6 (java.base@17.0.2)
 923:             1             32  sun.security.util.KnownOIDs$7 (java.base@17.0.2)
 924:             1             32  sun.security.util.KnownOIDs$8 (java.base@17.0.2)
 925:             1             32  sun.security.util.KnownOIDs$9 (java.base@17.0.2)
 926:             2             32  sun.util.resources.LocaleData (java.base@17.0.2)
 927:             1             24  [Lch.qos.logback.core.joran.spi.ConsoleTarget;
 928:             1             24  [Lio.netty.handler.logging.ByteBufFormat;
 929:             1             24  [Lio.netty.handler.ssl.SslContext;
 930:             1             24  [Lio.vertx.core.Verticle;
 931:             1             24  [Lio.vertx.core.eventbus.impl.DefaultSerializableChecker;
 932:             1             24  [Ljava.io.File$PathStatus; (java.base@17.0.2)
 933:             1             24  [Ljava.lang.ClassValue$Entry; (java.base@17.0.2)
 934:             1             24  [Ljava.net.URL; (java.base@17.0.2)
 935:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@17.0.2)
 936:             1             24  [Ljava.util.Locale$Category; (java.base@17.0.2)
 937:             1             24  [Ljava.util.Map; (java.base@17.0.2)
 938:             1             24  [Ljava.util.jar.Manifest; (java.base@17.0.2)
 939:             1             24  [Ljdk.internal.access.JavaSecurityAccess$ProtectionDomainCache; (java.base@17.0.2)
 940:             1             24  ch.qos.logback.classic.BasicConfigurator
 941:             1             24  ch.qos.logback.classic.spi.LogbackServiceProvider
 942:             1             24  ch.qos.logback.classic.spi.TurboFilterList
 943:             1             24  ch.qos.logback.classic.util.LogbackMDCAdapter
 944:             1             24  ch.qos.logback.core.spi.ContextAwareBase
 945:             1             24  com.hk.im.server.EventBusServer
 946:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@17.0.2)
 947:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@17.0.2)
 948:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@17.0.2)
 949:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@17.0.2)
 950:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@17.0.2)
 951:             1             24  io.netty.bootstrap.ServerBootstrap$1$1
 952:             1             24  io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor$1
 953:             1             24  io.netty.channel.AbstractChannel$AbstractUnsafe$1
 954:             1             24  io.netty.channel.ChannelMetadata
 955:             1             24  io.netty.channel.ChannelOption$1
 956:             1             24  io.netty.channel.DefaultChannelPipeline$PendingHandlerAddedTask
 957:             1             24  io.netty.channel.ServerChannelRecvByteBufAllocator
 958:             1             24  io.netty.channel.SucceededChannelFuture
 959:             1             24  io.netty.channel.WriteBufferWaterMark
 960:             1             24  io.netty.handler.codec.dns.DatagramDnsQueryEncoder
 961:             1             24  io.netty.handler.codec.dns.DatagramDnsResponseDecoder$1
 962:             1             24  io.netty.handler.codec.dns.TcpDnsQueryEncoder
 963:             1             24  io.netty.handler.codec.http.HttpMethod$EnumNameMap
 964:             1             24  io.netty.resolver.HostsFileEntries
 965:             1             24  io.netty.resolver.HostsFileEntriesProvider
 966:             1             24  io.netty.resolver.dns.DnsNameResolver$1
 967:             1             24  io.netty.resolver.dns.DnsServerAddressStreamProviders$DefaultProviderHolder$1
 968:             1             24  io.netty.resolver.dns.UnixResolverOptions
 969:             1             24  io.netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory
 970:             1             24  io.netty.util.concurrent.DefaultEventExecutorChooserFactory$GenericEventExecutorChooser
 971:             1             24  io.netty.util.concurrent.DefaultEventExecutorChooserFactory$PowerOfTwoEventExecutorChooser
 972:             1             24  io.netty.util.concurrent.FailedFuture
 973:             1             24  io.netty.util.internal.ThreadExecutorMap$3
 974:             1             24  io.vertx.core.buffer.impl.VertxByteBufAllocator$1
 975:             1             24  io.vertx.core.buffer.impl.VertxByteBufAllocator$2
 976:             1             24  io.vertx.core.eventbus.impl.DefaultSerializableChecker
 977:             1             24  io.vertx.core.file.impl.FileCache
 978:             1             24  io.vertx.core.file.impl.FileResolverImpl
 979:             1             24  io.vertx.core.impl.AddressResolver
 980:             1             24  io.vertx.core.impl.DeploymentManager
 981:             1             24  io.vertx.core.impl.EventLoopContext$$Lambda$77/0x0000000800d04430
 982:             1             24  io.vertx.core.impl.btc.BlockedThreadChecker
 983:             1             24  io.vertx.core.impl.future.FutureBase$$Lambda$140/0x0000000800d57d10
 984:             1             24  io.vertx.core.impl.future.FutureImpl$2
 985:             1             24  io.vertx.core.impl.future.FutureImpl$ListenerArray
 986:             1             24  io.vertx.core.impl.resolver.DnsResolverProvider$1
 987:             1             24  io.vertx.core.net.impl.AsyncResolveConnectHelper$$Lambda$124/0x0000000800d47d10
 988:             1             24  io.vertx.core.net.impl.AsyncResolveConnectHelper$$Lambda$136/0x0000000800d556c8
 989:             1             24  io.vertx.core.net.impl.SSLHelper$$Lambda$119/0x0000000800d3cfc0
 990:             1             24  io.vertx.core.net.impl.SSLHelper$CachedProvider
 991:             1             24  io.vertx.core.net.impl.ServerChannelLoadBalancer$WorkerList
 992:             1             24  io.vertx.core.net.impl.ServerID
 993:             1             24  io.vertx.core.net.impl.SslContextUpdate
 994:             1             24  io.vertx.core.net.impl.TCPServerBase$$Lambda$139/0x0000000800d57590
 995:             1             24  io.vertx.core.net.impl.VertxEventLoopGroup
 996:             1             24  io.vertx.core.shareddata.impl.LocalMapImpl
 997:             1             24  io.vertx.ext.web.handler.sockjs.impl.BaseTransport$1
 998:             1             24  io.vertx.ext.web.handler.sockjs.impl.SockJSImpl
 999:             1             24  io.vertx.ext.web.handler.sockjs.impl.SockJSImpl$$Lambda$86/0x0000000800d10658
1000:             1             24  java.io.InputStreamReader (java.base@17.0.2)
1001:             1             24  java.lang.Double (java.base@17.0.2)
1002:             1             24  java.lang.ProcessHandleImpl$$Lambda$126/0x0000000800cea808 (java.base@17.0.2)
1003:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@17.0.2)
1004:             1             24  java.lang.invoke.VarHandles$1 (java.base@17.0.2)
1005:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@17.0.2)
1006:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@17.0.2)
1007:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@17.0.2)
1008:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@17.0.2)
1009:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@17.0.2)
1010:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@17.0.2)
1011:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@17.0.2)
1012:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@17.0.2)
1013:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@17.0.2)
1014:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@17.0.2)
1015:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@17.0.2)
1016:             1             24  java.lang.reflect.Proxy$1 (java.base@17.0.2)
1017:             1             24  java.net.Inet6AddressImpl (java.base@17.0.2)
1018:             1             24  java.net.Proxy (java.base@17.0.2)
1019:             1             24  java.net.Socket$SocketInputStream (java.base@17.0.2)
1020:             1             24  java.net.SocketPermissionCollection (java.base@17.0.2)
1021:             1             24  java.security.Policy$PolicyInfo (java.base@17.0.2)
1022:             1             24  java.security.Policy$UnsupportedEmptyCollection (java.base@17.0.2)
1023:             1             24  java.security.ProtectionDomain$JavaSecurityAccessImpl$1 (java.base@17.0.2)
1024:             1             24  java.time.ZoneRegion (java.base@17.0.2)
1025:             1             24  java.time.format.DecimalStyle (java.base@17.0.2)
1026:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@17.0.2)
1027:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@17.0.2)
1028:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@17.0.2)
1029:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@17.0.2)
1030:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@17.0.2)
1031:             1             24  java.util.Arrays$ArrayItr (java.base@17.0.2)
1032:             1             24  java.util.BitSet (java.base@17.0.2)
1033:             1             24  java.util.Collections$3 (java.base@17.0.2)
1034:             1             24  java.util.Collections$EmptyMap (java.base@17.0.2)
1035:             1             24  java.util.Collections$SynchronizedRandomAccessList (java.base@17.0.2)
1036:             1             24  java.util.Collections$SynchronizedSet (java.base@17.0.2)
1037:             1             24  java.util.Collections$UnmodifiableCollection$1 (java.base@17.0.2)
1038:             1             24  java.util.Locale$Cache (java.base@17.0.2)
1039:             1             24  java.util.PropertyPermissionCollection (java.base@17.0.2)
1040:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@17.0.2)
1041:             1             24  java.util.ServiceLoader$2 (java.base@17.0.2)
1042:             1             24  java.util.TaskQueue (java.base@17.0.2)
1043:             1             24  java.util.Timer (java.base@17.0.2)
1044:             1             24  java.util.Timer$ThreadReaper (java.base@17.0.2)
1045:             1             24  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@17.0.2)
1046:             1             24  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@17.0.2)
1047:             1             24  java.util.concurrent.Executors$RunnableAdapter (java.base@17.0.2)
1048:             1             24  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater$1 (java.base@17.0.2)
1049:             1             24  java.util.stream.IntPipeline$1$1 (java.base@17.0.2)
1050:             1             24  java.util.stream.ReferencePipeline$2$1 (java.base@17.0.2)
1051:             1             24  java.util.stream.ReferencePipeline$3$1 (java.base@17.0.2)
1052:             1             24  jdk.internal.jimage.ImageReader (java.base@17.0.2)
1053:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@17.0.2)
1054:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@17.0.2)
1055:             1             24  jdk.internal.module.ModuleHashes (java.base@17.0.2)
1056:             1             24  jdk.internal.ref.CleanerImpl (java.base@17.0.2)
1057:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@17.0.2)
1058:             1             24  org.slf4j.helpers.BasicMDCAdapter
1059:             1             24  org.slf4j.helpers.BasicMDCAdapter$1
1060:             1             24  org.slf4j.helpers.NOP_FallbackServiceProvider
1061:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
1062:             1             24  org.slf4j.helpers.SubstituteServiceProvider
1063:             1             24  sun.instrument.TransformerManager (java.instrument@17.0.2)
1064:             1             24  sun.management.RuntimeImpl (java.management@17.0.2)
1065:             1             24  sun.management.VMManagementImpl (java.management@17.0.2)
1066:             1             24  sun.nio.cs.GBK (java.base@17.0.2)
1067:             1             24  sun.nio.cs.ISO_8859_1 (java.base@17.0.2)
1068:             1             24  sun.nio.cs.StandardCharsets (java.base@17.0.2)
1069:             1             24  sun.nio.cs.US_ASCII (java.base@17.0.2)
1070:             1             24  sun.nio.cs.UTF_16 (java.base@17.0.2)
1071:             1             24  sun.nio.cs.UTF_16BE (java.base@17.0.2)
1072:             1             24  sun.nio.cs.UTF_16LE (java.base@17.0.2)
1073:             1             24  sun.nio.cs.UTF_8 (java.base@17.0.2)
1074:             1             24  sun.nio.fs.WindowsFileSystem (java.base@17.0.2)
1075:             1             24  sun.nio.fs.WindowsSecurityDescriptor (java.base@17.0.2)
1076:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@17.0.2)
1077:             1             24  sun.util.locale.BaseLocale$Cache (java.base@17.0.2)
1078:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@17.0.2)
1079:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@17.0.2)
1080:             1             16  [Lch.qos.logback.core.filter.Filter;
1081:             1             16  [Lio.netty.util.AsciiString;
1082:             1             16  [Lio.netty.util.DefaultAttributeMap$DefaultAttribute;
1083:             1             16  [Ljava.lang.constant.Constable; (java.base@17.0.2)
1084:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@17.0.2)
1085:             1             16  [Ljava.security.Provider; (java.base@17.0.2)
1086:             1             16  [Ljava.security.cert.X509Certificate; (java.base@17.0.2)
1087:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@17.0.2)
1088:             1             16  [Ljavax.security.cert.X509Certificate; (java.base@17.0.2)
1089:             1             16  [Lsun.instrument.TransformerManager$TransformerInfo; (java.instrument@17.0.2)
1090:             1             16  ch.qos.logback.core.joran.spi.ConsoleTarget$1
1091:             1             16  ch.qos.logback.core.joran.spi.ConsoleTarget$2
1092:             1             16  ch.qos.logback.core.spi.AppenderAttachableImpl
1093:             1             16  ch.qos.logback.core.spi.FilterAttachableImpl
1094:             1             16  com.hk.im.server.EventBusServer$$Lambda$79/0x0000000800d05ce8
1095:             1             16  com.hk.im.server.EventBusServer$$Lambda$80/0x0000000800d05f00
1096:             1             16  com.hk.im.server.EventBusServer$$Lambda$84/0x0000000800d0af30
1097:             1             16  com.sun.jndi.dns.DnsContextFactory (jdk.naming.dns@17.0.2)
1098:             1             16  com.sun.jndi.dns.DnsNameParser (jdk.naming.dns@17.0.2)
1099:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@17.0.2)
1100:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$39/0x0000000800c7de48 (jdk.management@17.0.2)
1101:             1             16  com.sun.naming.internal.VersionHelper (java.naming@17.0.2)
1102:             1             16  com.sun.naming.internal.VersionHelper$$Lambda$56/0x0000000800cd3c38 (java.naming@17.0.2)
1103:             1             16  com.sun.naming.internal.VersionHelper$$Lambda$57/0x0000000800cd3e50 (java.naming@17.0.2)
1104:             1             16  com.sun.naming.internal.VersionHelper$$Lambda$58/0x0000000800cd4068 (java.naming@17.0.2)
1105:             1             16  io.netty.bootstrap.ServerBootstrapConfig
1106:             1             16  io.netty.buffer.AbstractReferenceCountedByteBuf$1
1107:             1             16  io.netty.buffer.ByteBufUtil$1
1108:             1             16  io.netty.buffer.ByteBufUtil$2
1109:             1             16  io.netty.channel.AbstractChannel$AbstractUnsafe$2
1110:             1             16  io.netty.channel.ChannelFutureListener$1
1111:             1             16  io.netty.channel.ChannelFutureListener$2
1112:             1             16  io.netty.channel.ChannelFutureListener$3
1113:             1             16  io.netty.channel.ChannelHandlerMask$1
1114:             1             16  io.netty.channel.ChannelOutboundBuffer$1
1115:             1             16  io.netty.channel.DefaultChannelPipeline$1
1116:             1             16  io.netty.channel.DefaultMessageSizeEstimator
1117:             1             16  io.netty.channel.DefaultMessageSizeEstimator$HandleImpl
1118:             1             16  io.netty.channel.DefaultSelectStrategy
1119:             1             16  io.netty.channel.DefaultSelectStrategyFactory
1120:             1             16  io.netty.channel.VoidChannelPromise$1
1121:             1             16  io.netty.channel.group.DefaultChannelGroup$1
1122:             1             16  io.netty.channel.group.VoidChannelGroupFuture
1123:             1             16  io.netty.channel.nio.AbstractNioChannel$1
