 num     #instances         #bytes  class name (module)
 374:            11            264  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@17.0.2)
 375:             5            256  [Ljava.util.Hashtable$Entry; (java.base@17.0.2)
 376:             8            256  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base@17.0.2)
 377:             4            256  java.security.SecureRandom (java.base@17.0.2)
 378:             8            256  java.util.Formatter (java.base@17.0.2)
 379:             8            256  java.util.Formatter$FixedString (java.base@17.0.2)
 380:             8            256  java.util.concurrent.ConcurrentHashMap$ReservationNode (java.base@17.0.2)
 381:             8            256  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl (java.base@17.0.2)
 382:             8            256  sun.reflect.generics.repository.ClassRepository (java.base@17.0.2)
 383:             5            240  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@17.0.2)
 384:            10            240  ch.qos.logback.core.util.CachingDateFormatter$CacheTuple
 385:             6            240  java.io.FilePermission (java.base@17.0.2)
 386:            10            240  java.lang.constant.MethodTypeDescImpl (java.base@17.0.2)
 387:            10            240  java.net.NetPermission (java.base@17.0.2)
 388:             5            240  java.net.URLPermission (java.base@17.0.2)
 389:            10            240  java.nio.charset.CoderResult (java.base@17.0.2)
 390:            10            240  java.nio.file.StandardOpenOption (java.base@17.0.2)
 391:             5            240  java.util.Hashtable (java.base@17.0.2)
 392:             6            240  java.util.stream.StreamOpFlag (java.base@17.0.2)
 393:             6            240  jdk.internal.loader.AbstractClassLoaderValue$Memoizer (java.base@17.0.2)
 394:            13            224  [Ljava.lang.constant.ConstantDesc; (java.base@17.0.2)
 395:             7            224  java.net.Inet6Address$Inet6AddressHolder (java.base@17.0.2)
 396:             4            224  java.net.SocketPermission (java.base@17.0.2)
 397:             7            224  java.util.Hashtable$Entry (java.base@17.0.2)
 398:             4            224  java.util.Properties (java.base@17.0.2)
 399:             7            224  java.util.regex.Pattern$Branch (java.base@17.0.2)
 400:             7            224  sun.util.locale.BaseLocale$Key (java.base@17.0.2)
 401:             9            216  io.netty.handler.codec.http.HttpMethod$EnumNameMap$Node
 402:             9            216  io.vertx.ext.web.impl.RouteState$Priority
 403:             3            216  java.util.concurrent.ThreadPoolExecutor (java.base@17.0.2)
 404:            13            208  java.lang.ThreadLocal (java.base@17.0.2)
 405:             5            200  sun.util.resources.Bundles$BundleReference (java.base@17.0.2)
 406:             6            192  io.netty.buffer.EmptyByteBuf
 407:             4            192  io.vertx.core.impl.VertxImpl$$Lambda$50/0x0000000800c86da8
 408:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@17.0.2)
 409:             8            192  java.math.RoundingMode (java.base@17.0.2)
 410:             3            192  java.nio.DirectByteBufferR (java.base@17.0.2)
 411:             6            192  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@17.0.2)
 412:             8            192  java.time.ZonedDateTime (java.base@17.0.2)
 413:             8            192  java.time.format.DateTimePrintContext (java.base@17.0.2)
 414:             6            192  java.time.format.TextStyle (java.base@17.0.2)
 415:             6            192  java.util.Collections$UnmodifiableMap (java.base@17.0.2)
 416:             6            192  java.util.LinkedHashMap$LinkedEntryIterator (java.base@17.0.2)
 417:             6            192  java.util.LinkedHashMap$LinkedKeyIterator (java.base@17.0.2)
 418:             6            192  java.util.concurrent.ConcurrentHashMap$ForwardingNode (java.base@17.0.2)
 419:             4            192  java.util.concurrent.LinkedBlockingQueue (java.base@17.0.2)
 420:             8            192  sun.reflect.generics.tree.ClassSignature (java.base@17.0.2)
 421:             4            192  sun.security.provider.MoreDrbgParameters (java.base@17.0.2)
 422:             3            184  [Lio.vertx.micrometer.Label;
 423:             1            184  io.vertx.core.http.HttpServerOptions
 424:             3            176  [Ljava.nio.ByteBuffer; (java.base@17.0.2)
 425:            11            176  java.util.HashMap$Values (java.base@17.0.2)
 426:            11            176  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@17.0.2)
 427:             7            168  [Ljava.util.regex.Pattern$Node; (java.base@17.0.2)
 428:             1            168  [[Ljava.math.BigInteger; (java.base@17.0.2)
 429:             7            168  ch.qos.logback.classic.Level
 430:             1            168  io.vertx.core.impl.VertxImpl
 431:             3            168  io.vertx.core.net.SSLOptions
 432:             1            168  io.vertx.micrometer.MetricsNaming
 433:             7            168  java.net.Inet6Address (java.base@17.0.2)
 434:             7            168  java.time.ZoneOffset (java.base@17.0.2)
 435:             7            168  java.util.regex.Pattern$Start (java.base@17.0.2)
 436:             4            160  [F (java.base@17.0.2)
 437:             2            160  [Ljava.lang.constant.DirectMethodHandleDesc$Kind; (java.base@17.0.2)
 438:             2            160  [Ljava.time.ZoneOffset; (java.base@17.0.2)
 439:             2            160  [Ljava.time.temporal.ChronoUnit; (java.base@17.0.2)
 440:             8            160  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@17.0.2)
 441:             4            160  ch.qos.logback.core.status.InfoStatus
 442:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@17.0.2)
 443:             4            160  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@17.0.2)
 444:             5            160  java.net.HostPortrange (java.base@17.0.2)
 445:            10            160  java.util.LinkedHashMap$LinkedKeySet (java.base@17.0.2)
 446:            10            160  java.util.LinkedHashMap$LinkedValues (java.base@17.0.2)
 447:             5            160  java.util.RegularEnumSet (java.base@17.0.2)
 448:             5            160  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl (java.base@17.0.2)
 449:             5            160  java.util.jar.Manifest$FastInputStream (java.base@17.0.2)
 450:             4            160  jdk.internal.ref.Cleaner (java.base@17.0.2)
 451:             5            160  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@17.0.2)
 452:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@17.0.2)
 453:             5            160  sun.util.resources.Bundles$CacheKey (java.base@17.0.2)
 454:             2            152  [[Ljava.lang.String; (java.base@17.0.2)
 455:             3            144  [Lio.netty.util.internal.PriorityQueueNode;
 456:             1            144  [Lio.vertx.core.http.HttpMethod;
 457:             2            144  [Ljava.math.BigDecimal; (java.base@17.0.2)
 458:             3            144  io.vertx.ext.web.impl.ParsableMIMEValue
 459:             6            144  java.lang.Class$AnnotationData (java.base@17.0.2)
 460:             3            144  java.lang.ThreadGroup (java.base@17.0.2)
 461:             6            144  java.net.InterfaceAddress (java.base@17.0.2)
 462:             3            144  java.time.temporal.JulianFields$Field (java.base@17.0.2)
 463:             6            144  java.util.Base64$Encoder (java.base@17.0.2)
 464:             6            144  java.util.regex.Pattern$Ques (java.base@17.0.2)
 465:             6            144  jdk.internal.perf.PerfCounter (java.base@17.0.2)
 466:             6            144  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@17.0.2)
 467:             3            144  sun.nio.cs.UTF_8$Encoder (java.base@17.0.2)
 468:             1            144  sun.security.pkcs11.SunPKCS11 (jdk.crypto.cryptoki@17.0.2)
 469:             2            136  [Lio.netty.handler.codec.http.HttpMethod$EnumNameMap$Node;
 470:             2            136  [Lio.netty.util.concurrent.EventExecutor;
 471:             1            136  [Ljava.time.temporal.ChronoField; (java.base@17.0.2)
 472:             8            136  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@17.0.2)
 473:             3            128  [Ljava.lang.Thread; (java.base@17.0.2)
 474:             2            128  com.sun.security.sasl.gsskerb.JdkSASL$ProviderService (jdk.security.jgss@17.0.2)
 475:             2            128  io.netty.buffer.PooledByteBufAllocator
 476:             8            128  io.netty.channel.$Proxy3
 477:             2            128  io.netty.util.concurrent.ScheduledFutureTask
 478:             2            128  io.vertx.core.impl.EventLoopContext
 479:             4            128  io.vertx.core.impl.future.Mapping
 480:             2            128  java.lang.module.ModuleDescriptor$Builder (java.base@17.0.2)
 481:             4            128  java.nio.DirectByteBuffer$Deallocator (java.base@17.0.2)
 482:             4            128  java.util.ImmutableCollections$MapN (java.base@17.0.2)
 483:             8            128  java.util.LinkedHashMap$LinkedEntrySet (java.base@17.0.2)
 484:             2            128  javax.naming.NameImpl (java.naming@17.0.2)
 485:             4            128  jdk.internal.loader.NativeLibraries (java.base@17.0.2)
 486:             4            128  sun.reflect.annotation.AnnotationType (java.base@17.0.2)
 487:             2            128  sun.security.jgss.SunProvider$ProviderService (java.security.jgss@17.0.2)
 488:             5            120  [Lio.netty.channel.socket.InternetProtocolFamily;
 489:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@17.0.2)
 490:             3            120  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@17.0.2)
 491:             5            120  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@17.0.2)
 492:             5            120  io.vertx.core.impl.future.PromiseImpl
 493:             5            120  io.vertx.ext.web.handler.sockjs.Transport
 494:             5            120  java.io.ByteArrayOutputStream (java.base@17.0.2)
 495:             5            120  java.lang.PublicMethods (java.base@17.0.2)
 496:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@17.0.2)
 497:             5            120  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.2)
 498:             5            120  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@17.0.2)
 499:             3            120  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@17.0.2)
 500:             5            120  java.time.format.SignStyle (java.base@17.0.2)
 501:             5            120  java.util.stream.StreamOpFlag$Type (java.base@17.0.2)
 502:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@17.0.2)
 503:             5            120  sun.nio.fs.WindowsPathType (java.base@17.0.2)
 504:             5            120  sun.reflect.generics.tree.FormalTypeParameter (java.base@17.0.2)
 505:             3            120  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@17.0.2)
 506:             1            112  [Ljava.time.LocalTime; (java.base@17.0.2)
 507:             2            112  io.netty.channel.DefaultChannelHandlerContext
 508:             2            112  java.nio.DirectIntBufferRU (java.base@17.0.2)
 509:             2            112  java.nio.HeapCharBuffer (java.base@17.0.2)
 510:             2            112  java.util.concurrent.ConcurrentHashMap$EntryIterator (java.base@17.0.2)
 511:             2            112  java.util.concurrent.ConcurrentHashMap$ValueIterator (java.base@17.0.2)
 512:             7            112  java.util.regex.Pattern$BranchConn (java.base@17.0.2)
 513:             1            104  ch.qos.logback.classic.LoggerContext
 514:             1            104  com.sun.crypto.provider.SunJCE (java.base@17.0.2)
 515:             1            104  com.sun.security.sasl.Provider (java.security.sasl@17.0.2)
 516:             1            104  com.sun.security.sasl.gsskerb.JdkSASL (jdk.security.jgss@17.0.2)
 517:             1            104  io.netty.channel.socket.nio.NioServerSocketChannel
 518:             1            104  io.netty.resolver.dns.DnsNameResolverBuilder
 519:             1            104  io.vertx.core.http.impl.HttpServerImpl
 520:             1            104  io.vertx.core.net.NetServerOptions
 521:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.2)
 522:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.2)
 523:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.2)
 524:             1            104  org.jcp.xml.dsig.internal.dom.XMLDSigRI (java.xml.crypto@17.0.2)
 525:             1            104  sun.security.ec.SunEC (jdk.crypto.ec@17.0.2)
 526:             1            104  sun.security.jca.ProviderList$1 (java.base@17.0.2)
 527:             1            104  sun.security.jgss.SunProvider (java.security.jgss@17.0.2)
 528:             1            104  sun.security.mscapi.SunMSCAPI (jdk.crypto.mscapi@17.0.2)
 529:             1            104  sun.security.provider.Sun (java.base@17.0.2)
 530:             1            104  sun.security.provider.certpath.ldap.JdkLDAP (java.naming@17.0.2)
 531:             1            104  sun.security.rsa.SunRsaSign (java.base@17.0.2)
 532:             1            104  sun.security.smartcardio.SunPCSC (java.smartcardio@17.0.2)
 533:             1            104  sun.security.ssl.SunJSSE (java.base@17.0.2)
 534:             4             96  [Lio.netty.handler.codec.dns.DnsRecordType;
 535:             5             96  [Ljava.lang.StackTraceElement; (java.base@17.0.2)
 536:             4             96  [Ljava.lang.reflect.Type; (java.base@17.0.2)
 537:             4             96  [Ljava.lang.reflect.TypeVariable; (java.base@17.0.2)
 538:             2             96  [Ljava.util.concurrent.TimeUnit; (java.base@17.0.2)
 539:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.2)
 540:             1             96  [[J (java.base@17.0.2)
 541:             4             96  io.netty.resolver.ResolvedAddressTypes
 542:             4             96  io.netty.util.ResourceLeakDetector$Level
 543:             4             96  io.vertx.core.impl.TaskQueue
 544:             4             96  io.vertx.ext.web.AllowForwardHeaders
 545:             3             96  java.lang.ClassValue$Entry (java.base@17.0.2)
 546:             3             96  java.lang.Runtime$Version (java.base@17.0.2)
 547:             6             96  java.lang.WeakPairMap$$Lambda$132/0x0000000800cf0f20 (java.base@17.0.2)
 548:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@17.0.2)
 549:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.2)
 550:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@17.0.2)
 551:             4             96  java.lang.reflect.Proxy$ProxyBuilder (java.base@17.0.2)
 552:             4             96  java.lang.reflect.Proxy$ProxyBuilder$1 (java.base@17.0.2)
 553:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@17.0.2)
 554:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@17.0.2)
 555:             4             96  java.util.Collections$SingletonList (java.base@17.0.2)
 556:             6             96  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.2)
 557:             4             96  java.util.concurrent.LinkedBlockingQueue$Node (java.base@17.0.2)
 558:             6             96  java.util.concurrent.atomic.AtomicBoolean (java.base@17.0.2)
 559:             4             96  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl$1 (java.base@17.0.2)
 560:             4             96  java.util.regex.Pattern$Dollar (java.base@17.0.2)
 561:             4             96  java.util.regex.Pattern$Qtype (java.base@17.0.2)
 562:             4             96  java.util.stream.StreamShape (java.base@17.0.2)
 563:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@17.0.2)
 564:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@17.0.2)
 565:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@17.0.2)
 566:             2             96  sun.nio.cs.StreamEncoder (java.base@17.0.2)
 567:             3             96  sun.nio.fs.NativeBuffer (java.base@17.0.2)
 568:             4             96  sun.reflect.annotation.AnnotationType$1 (java.base@17.0.2)
 569:             4             96  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@17.0.2)
 570:             4             96  sun.security.provider.DRBG (java.base@17.0.2)
 571:             3             96  sun.util.locale.provider.LocaleResources (java.base@17.0.2)
 572:             1             88  [Lio.vertx.core.eventbus.MessageCodec;
 573:             4             88  [Ljava.util.Map$Entry; (java.base@17.0.2)
 574:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@17.0.2)
 575:             1             88  sun.nio.ch.ServerSocketChannelImpl (java.base@17.0.2)
 576:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@17.0.2)
 577:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@17.0.2)
 578:             2             80  java.io.BufferedWriter (java.base@17.0.2)
 579:             2             80  java.io.PrintStream (java.base@17.0.2)
 580:             2             80  java.lang.ModuleLayer (java.base@17.0.2)
 581:             2             80  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@17.0.2)
 582:             2             80  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@17.0.2)
 583:             2             80  java.lang.module.Configuration (java.base@17.0.2)
 584:             5             80  java.lang.reflect.Proxy$$Lambda$133/0x0000000800cf1160 (java.base@17.0.2)
 585:             5             80  java.net.InetSocketAddress (java.base@17.0.2)
 586:             5             80  java.net.URLPermission$Authority (java.base@17.0.2)
 587:             2             80  java.util.Collections$SingletonMap (java.base@17.0.2)
 588:             2             80  java.util.Locale$Category (java.base@17.0.2)
 589:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@17.0.2)
 590:             1             80  sun.nio.ch.NioSocketImpl (java.base@17.0.2)
 591:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@17.0.2)
 592:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@17.0.2)
 593:             3             72  ch.qos.logback.classic.spi.Configurator$ExecutionStatus
 594:             3             72  ch.qos.logback.core.spi.FilterReply
 595:             3             72  io.netty.handler.ssl.ClientAuth
 596:             3             72  io.vertx.core.http.ClientAuth
 597:             3             72  io.vertx.core.http.HttpVersion
 598:             3             72  io.vertx.core.impl.future.SucceededFuture
 599:             3             72  io.vertx.core.tracing.TracingPolicy
 600:             1             72  io.vertx.ext.web.handler.impl.StaticHandlerImpl
 601:             3             72  io.vertx.ext.web.handler.sockjs.impl.BaseTransport$$Lambda$88/0x0000000800d12398
 602:             1             72  io.vertx.ext.web.handler.sockjs.impl.EventBusBridgeImpl
 603:             3             72  java.lang.ThreadLocal$ThreadLocalMap (java.base@17.0.2)
 604:             3             72  java.lang.WeakPairMap (java.base@17.0.2)
 605:             3             72  java.lang.annotation.RetentionPolicy (java.base@17.0.2)
 606:             3             72  java.lang.invoke.VarHandle$VarHandleDesc$Kind (java.base@17.0.2)
 607:             3             72  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@17.0.2)
 608:             3             72  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@17.0.2)
 609:             3             72  java.net.Proxy$Type (java.base@17.0.2)
 610:             3             72  java.net.StandardProtocolFamily (java.base@17.0.2)
 611:             3             72  java.security.DrbgParameters$Capability (java.base@17.0.2)
 612:             3             72  java.time.format.ResolverStyle (java.base@17.0.2)
 613:             3             72  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl$1 (java.base@17.0.2)
 614:             3             72  java.util.stream.Collector$Characteristics (java.base@17.0.2)
 615:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@17.0.2)
 616:             3             72  sun.nio.fs.NativeBuffer$Deallocator (java.base@17.0.2)
 617:             2             64  [Lio.vertx.core.http.ClientAuth;
 618:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@17.0.2)
 619:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@17.0.2)
 620:             2             64  [Ljava.nio.charset.CoderResult; (java.base@17.0.2)
 621:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@17.0.2)
 622:             1             64  ch.qos.logback.core.ConsoleAppender
 623:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
 624:             2             64  ch.qos.logback.core.util.COWArrayList
 625:             1             64  io.netty.channel.ChannelOutboundBuffer
 626:             1             64  io.netty.channel.DefaultChannelPipeline$HeadContext
 627:             2             64  io.netty.channel.nio.NioEventLoopGroup
 628:             2             64  io.netty.channel.socket.InternetProtocolFamily
 629:             1             64  io.netty.channel.socket.nio.NioServerSocketChannel$NioServerSocketChannelConfig
 630:             2             64  io.netty.resolver.dns.DefaultDnsCache
 631:             1             64  io.netty.util.concurrent.GlobalEventExecutor
 632:             4             64  io.netty.util.internal.SocketUtils$13
 633:             1             64  io.vertx.core.dns.AddressResolverOptions
 634:             2             64  io.vertx.core.http.impl.HttpServerImpl$HttpStreamHandler
 635:             1             64  io.vertx.core.http.impl.HttpServerWorker
 636:             2             64  io.vertx.core.impl.CloseFuture
 637:             1             64  io.vertx.core.impl.DeploymentManager$$Lambda$76/0x0000000800d04210
 638:             4             64  io.vertx.core.impl.TaskQueue$$Lambda$74/0x0000000800d032e0
 639:             2             64  io.vertx.core.impl.btc.ThreadInfo
 640:             2             64  io.vertx.core.impl.future.FixedMapping
 641:             1             64  io.vertx.core.net.impl.SSLHelper
 642:             1             64  io.vertx.ext.web.impl.LRUCache
 643:             2             64  java.io.BufferedOutputStream (java.base@17.0.2)
 644:             2             64  java.io.FileOutputStream (java.base@17.0.2)
 645:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@17.0.2)
 646:             1             64  java.net.SocksSocketImpl (java.base@17.0.2)
 647:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@17.0.2)
 648:             2             64  java.time.temporal.IsoFields$Unit (java.base@17.0.2)
 649:             2             64  java.util.Collections$SynchronizedMap (java.base@17.0.2)
 650:             2             64  java.util.HexFormat (java.base@17.0.2)
 651:             4             64  java.util.IdentityHashMap$KeySet (java.base@17.0.2)
 652:             2             64  java.util.Vector (java.base@17.0.2)
 653:             4             64  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.2)
 654:             2             64  java.util.stream.FindOps$FindOp (java.base@17.0.2)
 655:             1             64  java.util.stream.IntPipeline$1 (java.base@17.0.2)
 656:             1             64  java.util.stream.ReferencePipeline$2 (java.base@17.0.2)
 657:             1             64  java.util.stream.ReferencePipeline$3 (java.base@17.0.2)
 658:             4             64  jdk.internal.module.ServicesCatalog (java.base@17.0.2)
 659:             1             64  sun.security.provider.certpath.ldap.JdkLDAP$ProviderService (java.naming@17.0.2)
 660:             1             64  sun.security.smartcardio.SunPCSC$ProviderService (java.smartcardio@17.0.2)
 661:             2             56  [Lio.vertx.core.http.HttpVersion;
 662:             1             56  [Lio.vertx.ext.web.impl.RouteState$Priority;
 663:             1             56  [Ljava.lang.Runnable; (java.base@17.0.2)
 664:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.2)
 665:             1             56  [[I (java.base@17.0.2)
 666:             1             56  ch.qos.logback.classic.layout.TTLLLayout
 667:             1             56  io.netty.bootstrap.ServerBootstrap
 668:             1             56  io.netty.channel.DefaultChannelPipeline$TailContext
 669:             1             56  io.vertx.core.http.Http2Settings
 670:             1             56  io.vertx.core.impl.DeploymentManager$$Lambda$141/0x0000000800d5c000
 671:             1             56  io.vertx.core.impl.DeploymentManager$DeploymentImpl
 672:             1             56  io.vertx.core.impl.btc.BlockedThreadChecker$1
 673:             1             56  io.vertx.core.net.impl.SslContextProvider
 674:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@17.0.2)
 675:             1             56  java.util.ServiceLoader (java.base@17.0.2)
 676:             1             56  java.util.stream.IntPipeline$Head (java.base@17.0.2)
 677:             1             56  java.util.stream.ReferencePipeline$Head (java.base@17.0.2)
 678:             1             56  sun.security.provider.MD5 (java.base@17.0.2)
 679:             2             48  [Lio.netty.channel.ChannelHandler;
 680:             2             48  [Lio.vertx.ext.web.handler.FileSystemAccess;
 681:             3             48  [Ljava.lang.annotation.Annotation; (java.base@17.0.2)
 682:             1             48  [Ljava.math.RoundingMode; (java.base@17.0.2)
 683:             1             48  ch.qos.logback.classic.pattern.ThrowableProxyConverter
 684:             1             48  ch.qos.logback.core.encoder.LayoutWrappingEncoder
 685:             3             48  ch.qos.logback.core.spi.LogbackLock
 686:             2             48  ch.qos.logback.core.util.CachingDateFormatter
 687:             1             48  com.sun.jndi.dns.ZoneNode (jdk.naming.dns@17.0.2)
 688:             1             48  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
 689:             2             48  io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache
 690:             2             48  io.netty.buffer.UnpooledByteBufAllocator
 691:             2             48  io.netty.buffer.UnpooledByteBufAllocator$UnpooledByteBufAllocatorMetric
 692:             1             48  io.netty.channel.AbstractChannel$CloseFuture
 693:             1             48  io.netty.channel.DefaultChannelPipeline
 694:             1             48  io.netty.channel.DefaultChannelPromise
 695:             2             48  io.netty.channel.VoidChannelPromise
 696:             2             48  io.netty.handler.logging.ByteBufFormat
 697:             2             48  io.netty.resolver.dns.DefaultDnsCache$1
 698:             2             48  io.netty.resolver.dns.DnsServerAddresses$1
 699:             1             48  io.netty.util.collection.IntObjectHashMap
 700:             3             48  io.netty.util.concurrent.PromiseTask$SentinelRunnable
 701:             2             48  io.netty.util.internal.DefaultPriorityQueue
 702:             2             48  io.netty.util.internal.ThreadExecutorMap$2
 703:             3             48  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher
 704:             1             48  io.vertx.core.DeploymentOptions
 705:             1             48  io.vertx.core.buffer.impl.VertxUnsafeHeapByteBuf
 706:             1             48  io.vertx.core.eventbus.impl.CodecManager
 707:             1             48  io.vertx.core.eventbus.impl.EventBusImpl
 708:             1             48  io.vertx.core.impl.VertxImpl$InternalTimerHandler
 709:             2             48  io.vertx.core.impl.WorkerPool
 710:             2             48  io.vertx.core.impl.future.FutureImpl$3
 711:             1             48  io.vertx.core.net.impl.SslChannelProvider
 712:             1             48  io.vertx.core.net.impl.TCPServerBase$$Lambda$122/0x0000000800d40450
 713:             1             48  io.vertx.core.net.impl.TCPServerBase$$Lambda$137/0x0000000800d55d30
 714:             2             48  io.vertx.core.net.impl.VertxEventLoopGroup$EventLoopHolder
 715:             2             48  io.vertx.ext.web.handler.FileSystemAccess
 716:             1             48  io.vertx.ext.web.handler.impl.StaticHandlerImpl$FSTune
 717:             1             48  io.vertx.ext.web.handler.sockjs.SockJSBridgeOptions
 718:             1             48  io.vertx.ext.web.handler.sockjs.SockJSHandlerOptions
 719:             3             48  io.vertx.ext.web.impl.ParsableHeaderValue$$Lambda$105/0x0000000800d35a98
 720:             3             48  io.vertx.ext.web.impl.ParsableHeaderValue$$Lambda$106/0x0000000800d35cc8
 721:             3             48  io.vertx.ext.web.impl.ParsableHeaderValue$$Lambda$107/0x0000000800d35ef8
 722:             3             48  io.vertx.ext.web.impl.ParsableMIMEValue$$Lambda$109/0x0000000800d365b8
 723:             3             48  io.vertx.ext.web.impl.ParsableMIMEValue$$Lambda$110/0x0000000800d367e8
 724:             2             48  io.vertx.ext.web.impl.RouterImpl
 725:             1             48  java.io.BufferedReader (java.base@17.0.2)
 726:             2             48  java.io.File$PathStatus (java.base@17.0.2)
 727:             2             48  java.io.FilePermissionCollection (java.base@17.0.2)
 728:             2             48  java.io.OutputStreamWriter (java.base@17.0.2)
 729:             2             48  java.lang.Class$3 (java.base@17.0.2)
 730:             2             48  java.lang.ClassValue$Version (java.base@17.0.2)
 731:             1             48  java.lang.NullPointerException (java.base@17.0.2)
 732:             1             48  java.lang.ProcessEnvironment (java.base@17.0.2)
 733:             1             48  java.lang.ProcessHandleImpl (java.base@17.0.2)
 734:             1             48  java.lang.StackTraceElement (java.base@17.0.2)
 735:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@17.0.2)
 736:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@17.0.2)
 737:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@17.0.2)
 738:             2             48  java.lang.invoke.VarHandle$TypesAndInvokers (java.base@17.0.2)
 739:             2             48  java.lang.management.ManagementPermission (java.management@17.0.2)
 740:             2             48  java.lang.reflect.ReflectPermission (java.base@17.0.2)
 741:             3             48  java.nio.charset.CodingErrorAction (java.base@17.0.2)
 742:             2             48  java.security.DrbgParameters$Instantiation (java.base@17.0.2)
 743:             2             48  java.security.DrbgParameters$NextBytes (java.base@17.0.2)
 744:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@17.0.2)
 745:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@17.0.2)
 746:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@17.0.2)
 747:             3             48  java.util.Base64$Decoder (java.base@17.0.2)
 748:             3             48  java.util.Optional (java.base@17.0.2)
 749:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@17.0.2)
